Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_10,MACD,MACD_Histogram,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,stoch_k,stoch_d
2015-01-30,55.0,55.79999923706055,54.470001220703125,54.86000061035156,53.6572151184082,5048600.0,50.58100051879883,51.3463840197189,77.79159222214501,1.7073750832890011,0.8293768026020893,43.13466225686874,48.73400020599365,54.33333815511856,22.97918465735248,1.0470289934290633,1.7971092065967604,94.36348299641256,86.06967033850866
2015-02-02,55.02999877929688,55.11000061035156,53.54999923706055,54.970001220703125,53.76479721069336,5238900.0,51.26900062561035,52.00522351080694,78.0565109668236,1.9073866745838544,0.8235107151175538,42.99252761823884,49.13900032043457,55.2854730226303,25.01667784087868,0.9743371672492358,1.7751952512951352,93.62511705762556,90.83011129242924
2015-02-03,55.040000915527344,55.25,53.970001220703125,54.52000045776367,53.32466506958008,4349100.0,51.94000053405762,52.46245568298089,74.04185616419132,2.0064568157389644,0.7380646850181312,43.08528487541562,49.53650035858154,55.987715841747466,26.046311049296147,0.8862450504239308,1.730369300589799,90.3997627371203,92.79612093038617
2015-02-04,54.540000915527344,55.27999877929688,54.040000915527344,54.560001373291016,53.36378860473633,3670300.0,52.5890007019043,52.84382762667364,74.1730538884996,2.0644012236861613,0.6368072743722624,43.38110594932232,49.966500473022464,56.55189499672261,26.35923853524896,0.8487642907146279,1.6868117625421326,89.14514301393234,91.0566742695594
2015-02-05,54.72999954223633,56.70000076293945,54.61000061035156,56.38999938964844,55.15367126464844,4959300.0,53.29200057983398,53.48858612903268,79.45212740324394,2.2322560719731754,0.6437296981274212,43.46630072302767,50.44550037384033,57.424700024653,27.670256411736936,0.9258725436458836,1.726378089708914,90.76787723465404,90.10426099523556
2015-02-06,56.27999877929688,56.95000076293945,54.79999923706055,55.13999938964844,53.93107604980469,4833600.0,53.82700042724609,53.78884308550828,68.78185679426412,2.2386123653949284,0.5200687932393391,43.615945708220096,50.79600028991699,57.97605487161388,28.270157259299545,0.802504601483462,1.762785186762993,88.55113995301546,89.48805340053396
2015-02-09,54.70000076293945,55.0,54.08000183105469,54.27999877929688,53.08992767333984,3216000.0,54.30700035095215,53.87814412074257,62.37792009890929,2.1494770780432475,0.3447468047101263,43.967705907932014,51.13450031280517,58.30129471767833,28.031150636191665,0.7194494699298815,1.703250190825658,83.55126393454215,87.62342704073723
2015-02-10,54.470001220703125,55.08000183105469,53.86000061035156,54.7599983215332,53.55940628051758,3769500.0,54.942000198364255,54.03848124815904,64.43161906956244,2.093436835447044,0.2309652496911378,44.44287798912962,51.51950016021728,58.59612233130495,27.47162588565695,0.7289579747916555,1.662849578912855,76.45688038609269,82.85309475788343
2015-02-11,54.869998931884766,55.27999877929688,54.52000045776367,54.95000076293945,53.74524688720703,2193000.0,54.976000213623045,54.2042120690282,65.26555033212713,2.040830722351977,0.1426873092768568,45.12664147291287,51.946000289917,58.765359106921125,26.255568393887696,0.7202553461134761,1.588277156143401,75.06606902168366,78.35807111410617
2015-02-12,55.290000915527344,56.63999938964844,55.220001220703125,56.20000076293945,54.96784210205078,3783200.0,55.06300010681152,54.56708274064843,70.34755430138124,2.076072876225048,0.142343570519942,45.76527695655836,52.41100025177002,59.05672354698168,25.360032295843165,0.7850705892238594,1.5965862058410003,81.41563794882235,77.6461957855329
2015-02-13,56.34999847412109,56.90999984741211,55.63999938964844,56.38999938964844,55.15367126464844,2907200.0,55.21599998474121,54.8985221313757,71.0625971498983,2.0951818857921296,0.1291620640696187,46.59607137440498,52.89850025177002,59.200929129135055,23.8283839706936,0.7769963141050288,1.5701800840252622,87.36158248624183,81.28109648558262
2015-02-17,56.459999084472656,56.900001525878906,55.93999862670898,56.7599983215332,55.51556015014648,3174000.0,55.39499969482422,55.23697234776797,72.49759019497674,2.115792199696841,0.1198179023794641,47.22243226227724,53.33200016021728,59.44156805815733,22.911452334755843,0.780543421284485,1.5213048728846008,93.89277730229814,87.55666591245411
2015-02-18,56.58000183105469,57.619998931884766,56.52000045776367,57.61000061035156,56.346923828125,3469500.0,55.70399971008301,55.66843203187408,75.58771356302864,2.1756347399017457,0.1437283540674947,47.997209696760365,53.82200012207032,59.64679054738026,21.64464498569026,0.8251619553401942,1.4878483344823863,96.67457954177311,92.64297977677104
2015-02-19,57.61000061035156,57.70000076293945,57.08000183105469,57.13999938964844,55.88723373413086,3000800.0,55.96199951171875,55.93598973328759,70.70678405744724,2.160233387813584,0.102661601583466,48.919171457534745,54.27550010681152,59.6318287560883,19.737556130245817,0.7673939063862043,1.4194769810938448,94.31480424789557,94.96072036398895
2015-02-20,57.13999938964844,57.720001220703125,56.66999816894531,57.66999816894531,56.405609130859375,2284400.0,56.08999938964844,56.25126399431626,72.89940485382729,2.165827862015327,0.0866048606281673,49.64404126055382,54.69099998474121,59.7379587089286,18.456267852463814,0.795128051070375,1.3905813942653245,95.02040785392262,95.33659721453044
2015-02-23,57.83000183105469,57.900001525878906,57.20000076293945,57.54999923706055,56.28823471069336,1833400.0,56.33099937438965,56.48739767481522,71.55206045295424,2.135956633709476,0.0453869058578533,50.42062748184848,55.07899990081787,59.737372319787255,16.91523966432881,0.765221317018419,1.3369365425960542,92.2144871862104,93.8498997626762
