Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%),Valores Iguais?,Mean Absolute Error da Última Epoch,Tempo de Execução
2021-11-02,25.82200050354004,24.501444,1.320556640625,5.1140756520547646,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-03,26.670000076293945,24.938194,1.7318058013916016,6.493460054133801,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-04,27.22900009155273,25.466412,1.762588500976559,6.473203184289414,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-05,30.187000274658203,25.830341,4.356658935546875,14.432235385787115,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-08,30.14900016784668,26.202888,3.9461116790771484,13.088698322027936,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-09,32.28200149536133,26.638975,5.643026351928711,17.480410416124815,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-10,29.356000900268555,27.265192,2.090808868408203,7.122253727649517,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-11,30.468000411987305,27.937958,2.5300426483154297,8.303934009794787,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-12,30.01000022888184,28.777939,1.232061386108402,4.105502754787244,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-15,30.552000045776367,29.570929,0.9810714721679688,3.2111530200904017,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-16,29.75900077819824,30.35493,0.5959300994873082,2.0025205279200535,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-17,30.417999267578125,30.424162,0.0061626434326171875,0.02025985791638115,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-18,32.367000579833984,30.498474,1.8685264587402344,5.772936711053807,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-19,32.24300003051758,29.98874,2.2542591094970703,6.991468248498724,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-22,33.516998291015625,30.260895,3.256103515625,9.714782592860688,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-23,31.53499984741211,30.329567,1.2054328918457031,3.822523855013197,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-24,31.461000442504883,30.605978,0.8550224304199219,2.7177216820630963,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-26,32.599998474121094,30.831179,1.768819808959961,5.425827888808357,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-29,32.36600112915039,31.35248,1.0135211944580078,3.1314378023214657,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-11-30,33.16899871826172,31.793116,1.3758831024169922,4.14809959777133,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-12-01,33.21900177001953,31.782425,1.4365768432617188,4.324563553135553,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-12-02,31.214000701904297,31.81345,0.5994491577148438,1.9204496195140814,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-12-03,32.0,31.51025,0.4897499084472656,1.530468463897705,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-12-06,29.8799991607666,31.704082,1.8240833282470703,6.1046967184729715,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-12-07,30.957000732421875,31.929953,0.9729518890380859,3.142913932288971,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-12-08,31.999000549316406,31.839167,0.1598339080810547,0.49949656344647686,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
2021-12-09,31.733999252319336,31.746435,0.0124359130859375,0.039187979387844095,13.541036125078593,635.4382151753515,0.45815267675382865,17.626089698223034,82.37391030177696,False,0.027240026742219925,27.029659271240234
