Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%)
2023-06-16,29.229999542236328,28.992706,0.23729324340820312,0.8118140510584774,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-19,29.6299991607666,29.102217,0.5277824401855469,1.781243520534382,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-20,30.299999237060547,29.079489,1.220510482788086,4.028087503366187,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-21,30.93000030517578,29.027313,1.9026870727539062,6.151590863177306,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-22,31.459999084472656,29.057657,2.402341842651367,7.636178997338443,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-23,31.200000762939453,29.239388,1.9606132507324219,6.284016675606344,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-26,30.1200008392334,29.528086,0.5919151306152344,1.9651896219213372,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-27,30.93000030517578,29.76011,1.1698894500732422,3.782377751472167,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-28,30.57999992370605,29.8984,0.6816005706787074,2.2289096546083407,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-29,31.0,29.92709,1.0729103088378906,3.46100099625126,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-06-30,31.0,29.895767,1.1042327880859375,3.562041251890121,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-03,29.71999931335449,29.851772,0.13177299499512074,0.4433815546419256,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-04,29.959999084472656,29.728891,0.2311077117919922,0.7713875796203484,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-05,30.15999984741211,29.526955,0.6330451965332031,2.0989562325462736,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-06,29.850000381469727,29.303684,0.5463161468505859,1.8302048236814357,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-07,29.76000022888184,29.094723,0.6652774810791051,2.2354753896589648,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-10,29.11000061035156,28.921875,0.18812561035155895,0.6462576654315191,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-11,29.530000686645508,28.75245,0.7775497436523438,2.6330840689887918,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
2023-07-12,29.200000762939453,28.609625,0.5903759002685547,2.021835222065672,1.6580170792555875,3.90139604041482,0.8460573375119231,4.990223087897414,95.00977691210258
