Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_10,MACD,MACD_Histogram,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,stoch_k,stoch_d
53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,51.41866683959961,370338000.0,47.39560012817383,47.634671849777405,67.32499646415486,5.271915551307281,0.9407023238997176,27.229740534396388,41.75469989776612,56.27965926113585,69.57281167836543,0.8326676068438752,4.361284055944727,52.204313342710186,55.171948472625765
49.45600128173828,54.53333282470703,49.0,53.59999847412109,53.59999847412109,394339500.0,51.108733367919925,49.72833015584017,69.98879867616749,5.25334582778472,0.4790134782825301,29.34312105776816,44.302666664123535,59.26221227047891,67.53338673615181,0.8107491381973425,4.075156517957328,56.45900310357487,54.41086701277772
61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,61.16133117675781,381345000.0,52.830199813842775,53.36153180372895,78.96436611735201,5.879610350426944,0.7187056880101279,32.423815016677764,47.65153331756592,62.87925161845408,63.91281556211632,0.943592322639825,4.049720590061796,72.21622194528994,64.79351231735627
60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,59.96066665649414,264523500.0,53.92826652526856,54.56137450423171,74.6696411924001,6.053452106291189,0.7140379550994984,33.30412640996885,48.75103321075439,64.19794001153994,63.37058225620533,0.862843952847883,4.032692992769751,79.02924871922202,71.85357209052655
56.59999847412109,57.106666564941406,52.46666717529297,53.32733154296875,53.32733154296875,259357500.0,55.70419921875,55.15949195503332,53.86042730798021,5.226984352233259,-0.2585012378369908,38.411506619656144,51.54989967346192,64.68829272726768,50.97349611552964,0.5676426661246816,4.043293671087175,57.61504370087161,69.20299810878846
48.66666793823242,49.31800079345703,44.59999847412109,45.26666641235352,45.26666641235352,364158000.0,55.14506568908691,52.87888823529332,37.52983773076896,3.590567646759027,-1.380122442890121,42.30835239024863,52.5829330444336,62.85751369861856,39.07952660420348,0.1439627621639203,4.181953712864173,27.67958373313526,43.03906396631965
41.97999954223633,46.03466796875,40.76800155639648,44.53266525268555,44.53266525268555,363343500.0,54.23833236694336,51.36139314754645,36.39354754344339,2.67150777743484,-1.8393458497714457,42.72151370661273,52.67353286743164,62.62555202825055,37.78755142878332,0.0909941749913081,4.263991584039564,18.72751925420077,30.076555817429377
47.41733169555664,49.5793342590332,45.77799987792969,49.574668884277344,49.574668884277344,302925000.0,53.86226577758789,51.036534190588426,48.333118424899695,2.323213209089204,-1.7501123344936662,43.858334800031926,52.98369960784912,62.10906441566631,34.445932901466705,0.3132112635841447,4.322938516540686,20.06984320650091,22.158982064612317
53.66666793823242,53.79866790771485,47.740665435791016,49.70066833496094,49.70066833496094,386760000.0,53.10966606140137,50.79364948956524,48.601013719620255,2.0339087232992696,-1.6315334562268804,43.63934845688379,52.86873302459717,62.09811759231055,34.91433987426713,0.3283707507042838,4.453108107309236,32.26309807113156,23.686820177277745
38.72600173950195,39.633331298828125,36.41666793823242,37.369998931884766,37.369998931884766,283636500.0,45.2183334350586,44.590606965321406,30.13658635063921,-1.3086521433671692,-2.001037202106508,36.99686402286432,50.18169956207275,63.36653510128118,52.5483817976285,0.0141501540884159,4.238308686051677,9.029169279822796,10.23545205804318
