Date,Real Value,Predicted Value
2024-02-05,36.302677154541016,35.881252
2024-02-06,36.637428283691406,35.983013
2024-02-07,37.17478942871094,36.136513
2024-02-08,36.875274658203125,36.385548
2024-02-09,36.38196563720703,36.538403
2024-02-14,36.1088752746582,36.683643
2024-02-15,37.262882232666016,36.778652
2024-02-16,37.60643768310547,36.999386
2024-02-19,37.79143524169922,37.26853
2024-02-20,37.39502334594727,37.572166
2024-02-21,37.447872161865234,37.779625
2024-02-22,37.165977478027344,38.001854
2024-02-23,36.91051483154297,38.109844
2024-02-26,37.60643768310547,38.15666
2024-02-27,37.5535888671875,38.35834
2024-02-28,35.61556625366211,38.510868
2024-02-29,35.3600959777832,38.25718
2024-03-01,35.39533615112305,37.964188
2024-03-04,35.307247161865234,37.533566
2024-03-05,35.2015266418457,36.999035
2024-03-06,35.97673797607422,36.45716
2024-03-07,35.580326080322266,36.288067
2024-03-08,32.329734802246094,36.181103
2024-03-11,31.404769897460938,35.41292
2024-03-12,32.43544387817383,34.625023
2024-03-13,32.04784393310547,34.312046
2024-03-14,31.90689277648925,34.08452
2024-03-15,31.99498748779297,33.87233
2024-03-18,32.012603759765625,33.6904
2024-03-19,31.774751663208008,33.418594
2024-03-20,32.329734802246094,33.14282
2024-03-21,31.448814392089844,33.11275
2024-03-22,31.75713348388672,33.005474
2024-03-25,32.24164581298828,32.918873
2024-03-26,31.94212532043457,32.92705
2024-03-27,32.19759750366211,32.846096
2024-03-28,32.91114044189453,32.964382
2024-04-01,33.16661071777344,33.40283
2024-04-02,34.02109909057617,33.804234
2024-04-03,33.844913482666016,34.17435
2024-04-04,33.45730972290039,34.394836
2024-04-05,33.56302261352539,34.393223
2024-04-08,34.029911041259766,34.37531
2024-04-09,34.118003845214844,34.37508
2024-04-10,34.875587463378906,34.45126
2024-04-11,34.62012481689453,34.772617
2024-04-12,34.3029899597168,34.9512
2024-04-15,34.62893295288086,34.895576
2024-04-16,34.787498474121094,34.918396
2024-04-17,35.042964935302734,35.052177
2024-04-18,35.10462951660156,35.08427
2024-04-19,35.70365524291992,35.089523
2024-04-22,36.55814743041992,35.14356
2024-04-23,36.4876708984375,35.441875
2024-04-24,36.32029724121094,35.725952
2024-04-25,37.19240951538086,35.92204
2024-04-26,37.71767425537109,36.204292
2024-04-29,38.17046737670898,36.432934
2024-04-30,38.05273818969727,36.726612
2024-05-02,38.1976318359375,36.973995
2024-05-03,37.71171951293945,37.181877
2024-05-06,37.96697616577149,37.260323
2024-05-07,38.43022155761719,37.500347
2024-05-08,39.016361236572266,37.856236
2024-05-09,39.3945198059082,38.218906
2024-05-10,39.30943298339844,38.5814
2024-05-13,39.34724807739258,38.9014
2024-05-14,38.6382064819336,39.149952
2024-05-15,36.30308532714844,39.254536
2024-05-16,35.24424362182617,39.104008
2024-05-17,34.68646240234375,38.55338
2024-05-20,34.743186950683594,38.01334
2024-05-21,34.67700958251953,37.600998
2024-05-22,35.14970397949219,37.226925
2024-05-23,34.79991149902344,37.07042
2024-05-24,34.61083221435547,36.976887
2024-05-27,34.98898696899414,36.858025
2024-05-28,35.73584747314453,36.628063
2024-05-29,35.68857955932617,36.52771
2024-05-31,36.67178726196289,36.423046
2024-06-03,36.47325897216797,36.487507
2024-06-04,36.06673812866211,36.564487
2024-06-05,36.11400604248047,36.65051
2024-06-06,36.284175872802734,36.854282
2024-06-07,34.92280960083008,37.13532
2024-06-10,35.452232360839844,37.184498
2024-06-11,35.603492736816406,37.256893
2024-06-12,34.82878494262695,37.381474
2024-06-13,34.47874450683594,37.14197
2024-06-14,33.720333099365234,36.61763
2024-06-17,33.846736907958984,36.093597
2024-06-18,34.90657424926758,35.66082
2024-06-19,34.93574142456055,35.542095
2024-06-20,35.489967346191406,35.544056
2024-06-21,35.67470932006836,35.693317
2024-06-24,36.03447341918945,35.85931
2024-06-25,36.00529861450195,35.88136
2024-06-26,36.06364059448242,35.780895
2024-06-27,36.66648483276367,35.610714
2024-06-28,36.99707412719727,35.541073
2024-07-01,37.56102752685547,35.75109
2024-07-02,37.44434356689453,36.094105
2024-07-03,36.79288864135742,36.523857
2024-07-04,36.28727722167969,36.825283
2024-07-05,36.48174285888672,37.039234
2024-07-08,37.37628173828125,37.13484
2024-07-09,37.36656188964844,37.275993
2024-07-10,37.01652145385742,37.394382
2024-07-11,37.26932907104492,37.446735
2024-07-12,37.09431076049805,37.512585
2024-07-15,37.43462371826172,37.627956
2024-07-16,37.3373908996582,37.809155
2024-07-17,37.531856536865234,37.944065
2024-07-18,37.46379089355469,38.11478
2024-07-19,37.61936569213867,38.29604
2024-07-22,36.87067031860352,38.4468
2024-07-23,36.39423370361328,38.444077
2024-07-24,36.68593215942383,38.392178
2024-07-25,36.63731384277344,38.428272
2024-07-26,36.59842300415039,38.47932
2024-07-29,35.85945510864258,38.468792
2024-07-30,35.63581848144531,38.151623
2024-07-31,36.374786376953125,37.86083
2024-08-01,35.820560455322266,37.880722
2024-08-02,34.74127578735352,37.73441
2024-08-05,34.71210479736328,37.357918
2024-08-06,35.31494903564453,36.98991
2024-08-07,35.266334533691406,36.902966
2024-08-08,35.83028030395508,36.980747
2024-08-09,35.499691009521484,37.389397
2024-08-12,36.30672454833984,37.643642
2024-08-13,36.08308792114258,37.803005
2024-08-14,36.7150993347168,37.798843
2024-08-15,37.279052734375,37.823555
2024-08-16,37.43462371826172,37.989727
2024-08-19,37.37628173828125,38.13366
2024-08-20,37.23043441772461,38.15208
2024-08-21,37.00680160522461,38.2254
2024-08-22,37.119998931884766,38.28388
2024-08-23,36.88999938964844,38.220074
2024-08-26,39.56999969482422,38.118008
2024-08-27,39.040000915527344,38.239002
2024-08-28,39.59999847412109,38.472034
2024-08-29,39.33000183105469,38.814663
2024-08-30,39.369998931884766,38.97754
2024-09-02,39.0,39.009182
2024-09-03,38.52999877929688,39.029392
2024-09-04,38.540000915527344,39.029896
2024-09-05,38.29999923706055,38.965557
2024-09-06,37.54999923706055,38.845905
2024-09-09,37.959999084472656,38.717884
2024-09-10,37.33000183105469,38.726917
2024-09-11,37.290000915527344,38.557125
2024-09-12,36.869998931884766,38.226086
2024-09-13,36.70000076293945,37.811462
2024-09-16,37.209999084472656,37.42586
2024-09-17,37.040000915527344,37.239605
2024-09-18,36.150001525878906,37.096035
2024-09-19,36.27000045776367,36.74287
2024-09-20,36.2599983215332,36.442486
2024-09-23,36.630001068115234,36.213924
2024-09-24,36.77999877929688,36.177593
2024-09-25,37.04999923706055,36.193066
2024-09-26,36.25,36.349514
2024-09-27,36.11000061035156,36.277092
2024-09-30,36.0099983215332,36.256187
2024-10-01,36.970001220703125,36.085724
2024-10-02,37.47999954223633,36.20186
2024-10-03,37.93999862670898,36.63842
2024-10-04,37.84000015258789,37.149303
2024-10-07,38.369998931884766,37.44337
2024-10-08,37.59999847412109,37.70036
2024-10-09,37.220001220703125,37.752064
2024-10-10,37.650001525878906,37.860844
2024-10-11,37.619998931884766,37.98572
