Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%),Valores Iguais?,Mean Absolute Error da Última Epoch
2021-11-02,683.1099853515625,687.3039,4.19390869140625,0.6139434031619162,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-03,677.27001953125,690.7484,13.4783935546875,1.9901063336623293,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-04,685.8900146484375,691.34973,5.459716796875,0.7960047063337777,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-05,663.969970703125,695.24243,31.2724609375,4.709920977959796,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-08,650.2899780273438,696.5238,46.23382568359375,7.109724468435477,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-09,653.7000122070312,696.00085,42.30084228515625,6.47098691987775,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-10,653.010009765625,695.6659,42.6558837890625,6.532194476524538,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-11,650.239990234375,693.28107,43.04107666015625,6.619260166487509,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-12,660.010009765625,692.9802,32.97021484375,4.995411335573228,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-15,681.239990234375,698.04474,16.80474853515625,2.466788323652978,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-16,678.27001953125,708.9212,30.65118408203125,4.5190238694634,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-17,690.0,712.5042,22.50421142578125,3.2614799167798916,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-18,691.6099853515625,715.965,24.35504150390625,3.5214994028066235,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-19,692.3499755859375,720.04755,27.69757080078125,4.000515891885564,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-22,676.02001953125,723.9524,47.932373046875,7.090377749480132,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-23,658.1799926757812,722.32104,64.14105224609375,9.74521452487991,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-24,658.010009765625,717.27716,59.26715087890625,9.007028768455433,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-26,675.0,714.69745,39.69744873046875,5.881103515625,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-29,663.2000122070312,718.43115,55.23114013671875,8.327976345012074,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-11-30,668.2000122070312,718.37494,50.1749267578125,7.508968249205387,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-01,649.47998046875,718.32184,68.84185791015625,10.599535009604288,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-02,617.0999755859375,714.94366,97.84368896484375,15.855403149536832,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-03,622.75,706.2952,83.54522705078125,13.415532244204135,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-06,606.010009765625,698.5628,92.55279541015625,15.272486249187722,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-07,619.8300170898438,692.87177,73.041748046875,11.784157919587763,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-08,630.0,689.2441,59.24407958984375,9.403822157118055,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-09,627.5800170898438,693.4011,65.82110595703125,10.488081864405247,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-10,616.780029296875,693.06995,76.2899169921875,12.369064069593415,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-13,612.0,688.8852,76.88519287109375,12.562940011616625,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
2021-12-14,598.7100219726562,681.5328,82.82275390625,13.833533909013571,36.66069434179018,2377.7250709410064,0.9033166260917138,10.724479869477445,89.27552013052255,False,0.019311273470520973
