Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%)
2023-02-08,196.1000061035156,170.48305,25.616958618164034,13.063211535364038,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-09,207.77999877929688,175.21193,32.56806945800781,15.674304384129625,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-10,202.22999572753903,179.74626,22.483734130859347,11.117902687962914,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-13,194.4199981689453,183.96558,10.454421997070312,5.377235930218313,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-14,191.94000244140625,187.53244,4.407562255859375,2.2963229133045764,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-15,211.759994506836,190.15396,21.60603332519537,10.203076069922115,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-16,210.77999877929688,192.15598,18.6240234375,8.835764088318838,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-17,199.9900054931641,193.86047,6.129531860351591,3.0649190919498754,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-21,204.9900054931641,195.2196,9.770401000976591,4.766281642595697,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-22,197.92999267578125,196.25041,1.6795806884765625,0.8485731069711075,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-23,203.9100036621093,196.83818,7.071823120117102,3.468109947089954,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-24,196.3300018310547,197.06197,0.731964111328125,0.3728233609237128,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-27,202.02999877929688,196.88339,5.1466064453125,2.547446654659833,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-02-28,210.58999633789065,196.43655,14.153442382812528,6.720852190957541,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-01,206.2100067138672,196.06184,10.148162841796875,4.921275646859495,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-02,186.7400054931641,195.9022,9.162200927734347,4.906394269153935,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-03,194.8000030517578,195.55725,0.7572479248046875,0.3887309614689733,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-06,198.5399932861328,194.89136,3.6486358642578125,1.83773344799073,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-07,191.3800048828125,194.01465,2.6346435546875,1.3766556000982277,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-08,185.0399932861328,192.93611,7.8961181640625,4.26724948690011,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-09,180.25,191.5574,11.307403564453125,6.273178121749306,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-10,175.1300048828125,189.76828,14.638275146484375,8.358519236197997,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-13,167.4600067138672,187.48738,20.027374267578125,11.959496873661404,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-14,177.30999755859375,184.62558,7.315582275390625,4.125871285387121,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-15,180.8000030517578,181.48683,0.68682861328125,0.3798830761549439,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-16,180.3699951171875,178.51517,1.854827880859375,1.0283461390872035,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-17,184.5200042724609,176.03896,8.481048583984347,4.596275952531028,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
2023-03-20,178.0800018310547,174.3106,3.7694091796875,2.1166942615283415,18.116566091041044,579.9447040207111,0.8375784251896101,7.3864037418662525,92.61359625813375
