Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%),Valores Iguais?,Mean Absolute Error da Última Epoch
2021-11-02,386.4533386230469,234.06125,152.39208984375,39.43350324950765,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-03,392.4433288574219,237.32658,155.1167449951172,39.52589675730543,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-04,411.4700012207031,240.68286,170.78713989257812,41.506583562812835,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-05,409.3333435058594,244.30019,165.0331573486328,40.31754558159283,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-08,383.2633361816406,248.49095,134.7723846435547,35.16443445549975,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-09,391.2000122070313,252.95935,138.2406616210938,35.33759133625332,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-10,336.8033447265625,256.60962,80.1937255859375,23.81025213720596,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-11,367.5899963378906,259.72992,107.86007690429688,29.342495165497194,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-12,349.1666564941406,262.93445,86.23220825195312,24.69657587519391,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-15,339.2099914550781,262.93115,76.27883911132812,22.487202922331903,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-16,334.4366760253906,264.9981,69.43856811523438,20.76284483522452,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-17,354.5033264160156,265.20737,89.29595947265625,25.189032885932903,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-18,368.8500061035156,266.44775,102.40225219726562,27.762572997905018,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-19,366.2900085449219,268.0481,98.24191284179688,26.820800608801882,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-22,387.4433288574219,269.19424,118.24908447265625,30.520356311560498,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-23,389.1700134277344,270.17514,118.994873046875,30.576578086988544,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-24,360.1300048828125,269.65588,90.47412109375,25.122627902995916,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-26,366.489990234375,272.82217,93.66781616210938,25.558083074030925,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-29,366.9966735839844,274.1288,92.86785888671875,25.30482306005606,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-11-30,381.4566650390625,275.47037,105.98629760742188,27.784623345503352,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-01,386.8999938964844,277.6747,109.22528076171875,28.230882006925572,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-02,366.3533325195313,278.43448,87.91885375976568,23.998376964423677,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-03,361.5966796875,279.05008,82.54660034179688,22.828362365809195,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-06,333.836669921875,279.6585,54.17816162109375,16.22894262447939,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-07,348.0666809082031,280.07922,67.98745727539062,19.53288292289063,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-08,350.9033203125,281.9274,68.97592163085938,19.65667397203089,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-09,353.5466613769531,279.2894,74.25726318359375,21.0035255019479,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-10,336.25,279.93805,56.31195068359375,16.747048530436803,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-13,333.6966552734375,277.7137,55.982940673828125,16.776596285615934,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
2021-12-14,315.0,278.1383,36.8616943359375,11.702125186011905,35.79194528240047,2095.1213317369447,0.41323215168561434,14.051672074444221,85.94832792555577,False,0.024166839197278023
