Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%),Valores Iguais?,Mean Absolute Error da Última Epoch,Lossda Última Epoch,Tempo de Execução
2021-11-02,141.55999755859375,139.28513,2.274871826171875,1.6070018828802763,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-03,137.6999969482422,140.2282,2.5281982421875,1.8360190981977897,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-04,143.3800048828125,138.80257,4.5774383544921875,3.1925221081094426,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-05,144.19000244140625,140.39671,3.7932891845703125,2.6307574175343897,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-08,139.99000549316406,142.00154,2.01153564453125,1.4369137549819415,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-09,139.35000610351562,140.72197,1.3719635009765625,0.9845449880765735,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-10,139.6699981689453,139.38507,0.2849273681640625,0.20400040946475373,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-11,140.14999389648438,138.10359,2.0464019775390625,1.4601513140632367,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-12,143.86000061035156,138.99855,4.8614501953125,3.3792924890080185,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-15,143.61000061035156,141.24281,2.3671875,1.648344467613191,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-16,141.1699981689453,142.46542,1.2954254150390625,0.9176350724951919,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-17,138.6199951171875,140.33499,1.714996337890625,1.2371926116725007,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-18,137.27999877929688,138.80336,1.5233612060546875,1.1096745480773016,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-19,137.25999450683594,137.3599,0.0998992919921875,0.07278106949597192,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-22,131.6999969482422,136.41245,4.7124481201171875,3.5781687390388996,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-23,125.75,134.93765,9.187652587890625,7.306284364127734,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-24,128.25,132.30786,4.057861328125,3.164024427387914,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-26,130.8000030517578,130.8972,0.097198486328125,0.07431076763022962,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-29,125.9000015258789,132.85718,6.957176208496094,5.525954030323056,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-11-30,125.87999725341795,131.5019,5.621910095214858,4.466086922370193,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-12-01,125.0999984741211,129.89667,4.796669006347656,3.8342678376130617,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-12-02,120.6500015258789,128.7881,8.138099670410156,6.745213068782737,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-12-03,123.63999938964844,127.79104,4.151039123535156,3.3573593853339143,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
2021-12-06,127.44000244140624,127.233665,0.20633697509764204,0.1619091110677832,3.238222493210884,15.897367552852685,0.7776209618328256,2.5573321422094684,97.44266785779052,False,0.034143075346946716,0.0020042220130562782,52.23723912239075
