Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%),Valores Iguais?,Mean Absolute Error da Última Epoch,Tempo de Execução
2021-11-02,683.1099853515625,682.1069,1.00311279296875,0.14684499048165692,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-03,677.27001953125,684.16864,6.89862060546875,1.0185923496574383,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-04,685.8900146484375,686.3009,0.410888671875,0.05990591247863649,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-05,663.969970703125,688.4864,24.51641845703125,3.692398683493031,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-08,650.2899780273438,690.6754,40.38543701171875,6.210373583524702,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-09,653.7000122070312,692.79584,39.0958251953125,5.980698250764386,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-10,653.010009765625,694.784,41.77398681640625,6.39714341153814,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-11,650.239990234375,696.5906,46.3505859375,7.128227521163873,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-12,660.010009765625,698.1785,38.16851806640625,5.7830210908407595,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-15,681.239990234375,699.53986,18.29986572265625,2.6862582914958253,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-16,678.27001953125,700.70996,22.43994140625,3.308408268105107,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-17,690.0,701.731,11.73101806640625,1.7001475458559783,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-18,691.6099853515625,702.65906,11.049072265625,1.5975871516673494,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-19,692.3499755859375,703.54663,11.1966552734375,1.6171958790006085,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-22,676.02001953125,704.435,28.41497802734375,4.20327463779055,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-23,658.1799926757812,705.33075,47.1507568359375,7.163808891280582,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-24,658.010009765625,706.2024,48.1923828125,7.323958921181993,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-26,675.0,707.0112,32.01123046875,4.742404513888889,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-29,663.2000122070312,707.7444,44.54437255859375,6.71658198713789,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-11-30,668.2000122070312,708.3847,40.1846923828125,6.013871842067837,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-12-01,649.47998046875,708.9265,59.446533203125,9.152943122314653,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-12-02,617.0999755859375,709.346,92.24603271484375,14.948312488143593,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-12-03,622.75,709.5797,86.8297119140625,13.94294852092533,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-12-06,606.010009765625,709.5773,103.5672607421875,17.090024764152368,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-12-07,619.8300170898438,709.2853,89.45526123046875,14.432224765504104,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-12-08,630.0,708.6882,78.68817138671875,12.490185934399802,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
2021-12-09,627.5800170898438,707.809,80.22900390625,12.783868466411748,65.66685469117883,6529.817484052852,0.7344836907011736,18.903054838962564,81.09694516103744,False,0.0690193697810173,19.322000741958618
