Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_10,MACD,MACD_Histogram,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,stoch_k,stoch_d
2020-01-29,25.5,25.690000534057617,24.68000030517578,24.729999542236328,17.840124130249023,16800400.0,24.96099987030029,25.13210082148364,40.31676156266955,-0.4072590029677201,0.043456177363239,23.84241495379995,25.3792498588562,26.91608476391245,12.11095610471692,0.2887703114746378,0.6573086117470276,49.601297095608885,52.95559557592035
2020-01-30,24.350000381469727,24.9950008392334,24.184999465942383,24.89999961853028,17.9627628326416,25079800.0,24.97849979400635,25.089900602764843,43.27272823969196,-0.3972434986997939,0.0427773453049322,23.89893767762328,25.279249858856204,26.65956204008913,10.92051535500256,0.3626215701482949,0.6714207661398434,51.42591957195314,51.77761847617303
2020-01-31,24.55500030517578,24.559999465942383,24.11000061035156,24.270000457763672,17.508283615112305,32252800.0,24.89949989318848,24.940827849128265,35.94269230084882,-0.4351259455174201,0.0039159187898448,23.90679478367329,25.149999904632573,26.39320502559185,9.886323066985636,0.1460763264110919,0.6821546520476146,35.4713430624786,45.49951991001354
2020-02-03,24.27499961853028,24.56999969482422,24.0049991607666,24.38999938964844,17.5948486328125,20402800.0,24.84849987030029,24.840677220131933,38.159656204662525,-0.4502746606171506,-0.0089862370479084,23.925545875025065,25.044499874115,26.16345387320493,8.93572644464295,0.207539145935011,0.6717483669978992,29.165457562773145,38.68757339906829
2020-02-04,24.645000457763672,24.799999237060547,24.125,24.125,17.403684616088867,23533200.0,24.84299983978272,24.71055408919885,35.17275212645451,-0.4781515293354204,-0.0294904846129425,23.90687085771018,24.935749912261965,25.96462896681375,8.252240724036456,0.1060032961720866,0.6720321898138413,14.464147171702727,26.366982598984823
2020-02-05,24.600000381469727,25.645000457763672,24.549999237060547,25.200000762939453,18.179180145263672,47383400.0,24.925999832153323,24.79954439351533,52.07948493646588,-0.4087883140017361,0.0318981845765934,23.99143181917293,24.89274997711182,25.7940681350507,7.241611784697295,0.670445243514371,0.744908382191546,32.66094279055458,25.43018250834349
2020-02-06,25.5,25.52499961853028,24.625,24.77499961853028,17.872591018676758,19325800.0,24.829499816894533,24.79508170715441,46.72640984116662,-0.3836885834338979,0.0455983321155453,24.00163628976636,24.854999923706057,25.70836355764576,6.866736162214033,0.4531264855953368,0.7580465703941408,40.057678495522175,29.06092281925983
2020-02-07,24.77499961853028,25.15999984741211,24.6299991607666,24.799999237060547,17.890625,15590000.0,24.76949977874756,24.795975803500976,47.08191145533305,-0.3576567613292241,0.0573041233761754,23.995540027977206,24.84849987030029,25.701459712623382,6.865282385457581,0.4715692164899269,0.7389814635501374,53.02595898743839,41.91486009117171
2020-02-10,24.854999542236328,24.9950008392334,24.440000534057617,24.55500030517578,17.713882446289062,15570600.0,24.70999984741211,24.75216207653276,43.89251588701997,-0.35272967292088,0.0497849694276156,23.97056218817821,24.815749931335453,25.660937674492697,6.811704224098456,0.3457445530470968,0.7237852497643518,40.634023716342135,44.5725537331009
2020-02-11,24.959999084472656,25.825000762939453,24.84000015258789,25.65999984741211,18.51102828979492,36193000.0,24.74049987792969,24.91722348941991,58.11237845176904,-0.2567015954661968,0.116650437505839,23.9284686709698,24.844999885559083,25.761531100148368,7.37799330900387,0.944611132103255,0.768402470530195,56.15189351016644,49.93729207131565
