Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EA,EA,EA,EA,EA,EA
Date,,,,,,
2015-01-02,45.842384338378906,46.869998931884766,47.66999816894531,46.58000183105469,47.189998626708984,1959800
2015-01-05,45.548973083496094,46.56999969482422,47.34000015258789,46.52000045776367,46.959999084472656,2727600
2015-01-06,44.952335357666016,45.959999084472656,47.33000183105469,45.41999816894531,46.869998931884766,4418900
2015-01-07,45.783714294433594,46.810001373291016,47.029998779296875,46.099998474121094,46.27000045776367,4849400
2015-01-08,47.074771881103516,48.130001068115234,48.25,47.0099983215332,47.0099983215332,3877000
2015-01-09,46.468360900878906,47.5099983215332,48.25,47.06999969482422,48.04999923706055,3181400
2015-01-12,46.02823257446289,47.060001373291016,47.619998931884766,46.5099983215332,47.54999923706055,2158300
2015-01-13,45.402252197265625,46.41999816894531,48.18000030517578,46.02000045776367,47.59000015258789,3287300
2015-01-14,45.87173080444336,46.900001525878906,46.95000076293945,45.209999084472656,45.52000045776367,3100400
2015-01-15,45.61743927001953,46.63999938964844,46.9900016784668,45.9900016784668,46.93000030517578,3073500
2015-01-16,47.035648345947266,48.09000015258789,48.15999984741211,46.2599983215332,46.66999816894531,3220000
2015-01-20,46.76177978515625,47.810001373291016,48.59000015258789,47.5099983215332,48.2400016784668,4049400
2015-01-21,47.016082763671875,48.06999969482422,48.4900016784668,47.290000915527344,47.709999084472656,4209300
2015-01-22,48.27779769897461,49.36000061035156,49.400001525878906,47.91999816894531,48.34000015258789,3478700
2015-01-23,48.69837951660156,49.790000915527344,50.40999984741211,49.33000183105469,49.43000030517578,5258600
2015-01-26,48.39516830444336,49.47999954223633,49.790000915527344,48.790000915527344,49.29999923706055,4310900
2015-01-27,47.3486328125,48.40999984741211,49.16999816894531,48.220001220703125,48.79999923706055,5998000
2015-01-28,53.412696838378906,54.61000061035156,55.16999816894531,51.220001220703125,51.86000061035156,16170000
2015-01-29,54.11690902709961,55.33000183105469,55.58000183105469,53.880001068115234,54.43000030517578,8256700
2015-01-30,53.65721893310547,54.86000061035156,55.79999923706055,54.470001220703125,55.0,5048600
2015-02-02,53.764808654785156,54.970001220703125,55.11000061035156,53.54999923706055,55.029998779296875,5238900
2015-02-03,53.32467269897461,54.52000045776367,55.25,53.970001220703125,55.040000915527344,4349100
2015-02-04,53.36379623413086,54.560001373291016,55.279998779296875,54.040000915527344,54.540000915527344,3670300
