,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_10,MACD,MACD_Histogram,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,stoch_k,stoch_d
31,31,31,31,31,31,2015-02-18,20.21999931335449,20.86000061035156,20.18000030517578,20.26000022888184,7.601015090942383,304700,19.87399997711182,19.89383285458341,65.3804976779083,0.2253953029088222,0.0344080335140785,19.1814976364262,19.708499908447266,20.235502180468337,5.347969398677504,1.023242829978276,0.5702719539680468,74.73639969246541,71.75463562720269
32,32,32,32,32,32,2015-02-19,20.479999542236328,21.190000534057617,20.479999542236328,20.700000762939453,7.7660908699035645,592500,19.95200004577637,20.040408837920875,72.42324917762886,0.276230687635234,0.0681947345923922,19.07360572270524,19.755499935150148,20.43739414759505,6.9033354223715655,1.192556712281538,0.5986122560419823,71.06971486177879,72.50290859661457
33,33,33,33,33,33,2015-02-20,20.709999084472656,20.86000061035156,20.489999771118164,20.65999984741211,7.751084804534912,248800,20.02299995422364,20.15306174873746,70.96497292277068,0.3097200962234296,0.0813473145444703,19.0168794464808,19.80349988937378,20.59012033226676,7.944256795891574,1.04441755599966,0.5807331568149956,70.45323854610847,72.0864510334509
34,34,34,34,34,34,2015-02-23,20.57999992370605,20.989999771118164,20.549999237060547,20.549999237060547,7.709814071655273,444600,20.104999923706057,20.22523220115984,66.85197316933551,0.3236536856451302,0.0762247231729366,18.99961096840229,19.84749984741211,20.69538872642193,8.544037138464814,0.9142638304613866,0.5698009349564819,71.11825386180378,70.88040242323035
35,35,35,35,35,35,2015-02-24,20.86000061035156,21.09000015258789,20.600000381469727,20.799999237060547,7.803609848022461,655700,20.228999900817875,20.32973529859633,71.0840582293229,0.350824974386974,0.0827168095318243,18.97884988850498,19.90999984741211,20.84114980631924,9.353590819119583,0.9779033608576908,0.5675004290645832,72.77480968120979,71.44876736304069
36,36,36,36,36,36,2015-02-25,20.68000030517578,21.209999084472656,20.600000381469727,21.200000762939453,7.95367956161499,511600,20.39899997711182,20.48796538302235,76.43312314649793,0.4000239693472878,0.1055326435937105,18.96128515832437,20.00499992370605,21.048714689087745,10.43453905885676,1.0724748172918612,0.5707623963847123,81.85170337735387,75.24825564012248
37,37,37,37,37,37,2015-02-26,21.170000076293945,21.479999542236328,21.020000457763672,21.3700008392334,8.0174560546875,503900,20.547000122070312,20.64833546596981,78.32640967994979,0.4475727724040581,0.1224651573203846,18.941617077815746,20.10349998474121,21.26538289166668,11.559011195138684,1.04502086524517,0.562305772363139,91.35436349041106,81.99362551632491
38,38,38,38,38,38,2015-02-27,21.229999542236328,21.31999969482422,20.530000686645508,20.84000015258789,7.818615436553955,712300,20.6560001373291,20.683183590809463,61.27431962422961,0.4374463066630909,0.0898709532635339,19.03786287448322,20.18050003051757,21.323137186551936,11.324170900685576,0.7885868530475488,0.583403548383272,88.46370389843032,87.22325692206509
39,39,39,39,39,39,2015-03-02,20.82999992370605,21.030000686645508,20.65999984741211,20.950000762939453,7.8598856925964355,573900,20.73400020599365,20.731695803924005,63.12559316436465,0.4333023003509133,0.068581557561085,19.108270901849224,20.25300006866455,21.39772923547988,11.304292331351473,0.8044391260746764,0.5672636949732782,80.60609791234803,86.80805510039647
40,40,40,40,40,40,2015-03-03,20.950000762939453,21.15999984741211,20.850000381469727,20.850000381469727,7.822368621826172,627800,20.81800022125244,20.75320572711413,60.21781939575493,0.4171404153981939,0.0419357380866924,19.212538355637708,20.323000049591062,21.433461743544424,10.928127650875073,0.7372888388443573,0.5478879768148107,72.22491302303914,80.43157161127249
41,41,41,41,41,41,2015-03-04,20.81999969482422,20.93000030517578,20.420000076293945,20.709999084472656,7.769839763641357,283700,20.863000106811523,20.745349973906592,56.19145295850804,0.3885560383625552,0.010681088840843,19.273013000900388,20.36850004196167,21.46398708302296,10.756678585113695,0.6558663086421128,0.545045526755102,67.58294212144544,73.47131768561087
42,42,42,42,42,42,2015-03-05,20.799999237060547,21.030000686645508,20.520000457763672,20.64999961853028,7.7473297119140625,265700,20.857999992370605,20.72801354565636,54.45757166811816,0.3569465999447878,-0.0167426796615395,19.32315861558709,20.40500001907349,21.48684142255989,10.6036893161005,0.6132326784070387,0.5424257421013198,58.94656416682374,66.25147310376944
43,43,43,43,43,43,2015-03-06,20.549999237060547,20.75,19.90999984741211,20.14999961853028,7.559745311737059,640700,20.806999969482423,20.622920104360706,42.35594861203928,0.2882275630084159,-0.0683693732783291,19.346552020625204,20.41499996185303,21.48344790308085,10.467283303691431,0.3759881819706535,0.5645969572463683,40.75660113721709,55.762035808495426
44,44,44,44,44,44,2015-03-09,19.90999984741211,20.049999237060547,19.68000030517578,20.049999237060547,7.522225856781006,428800,20.756999969482425,20.51875267394249,40.3627295998167,0.2231259787044628,-0.1067767660658258,19.39497050883105,20.43099994659424,21.467029384357428,10.14173990966006,0.3161245734695125,0.5575704487116442,28.614039175048152,42.77240149302966
