,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_10,MACD,MACD_Histogram,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,stoch_k,stoch_d
243,243,243,243,243,243,2015-12-28,16.739999771118164,16.93000030517578,16.520000457763672,16.600000381469727,6.90100622177124,372000,16.702000236511232,16.761152410735214,35.09253776606312,-0.621735060301102,-0.001701365300772,16.064488637208278,17.177500247955322,18.290511858702367,12.9589473984089,0.2405688040855285,0.563887067305307,29.389916442554362,22.791190807030016
244,244,244,244,244,244,2015-12-29,16.719999313354492,16.770000457763672,16.350000381469727,16.600000381469727,6.90100622177124,511200,16.662000274658205,16.731852041777852,35.092537766063124,-0.5957875279334459,0.0193969336535073,16.020672686065605,17.11450023651123,18.20832778695685,12.782465573982774,0.2648167415275395,0.5536094249460545,33.84024608739665,28.776296733791053
245,245,245,245,245,245,2015-12-30,16.600000381469727,16.75,16.399999618530273,16.75,6.963364601135254,652100,16.63600025177002,16.735151670545516,40.21366507626321,-0.556702881689322,0.046785263918105,15.99194708736528,17.071000194549562,18.15005330173384,12.641943587216415,0.3512583892246089,0.5390659216511843,38.51711151505389,33.915758015001636
246,246,246,246,246,246,2016-01-04,16.6299991607666,16.65999984741211,16.149999618530273,16.149999618530273,6.713929653167725,593000,16.5790002822876,16.628760388360927,29.77328053174727,-0.5676000937612926,0.0287104414769074,15.876772110070547,16.99900016784668,18.12122822562281,13.203459576390928,0.1217343955029814,0.5434183831194328,33.46608090930447,35.274479503918336
247,247,247,247,247,247,2016-01-05,16.260000228881836,16.350000381469727,15.670000076293944,15.899999618530272,6.609997749328613,1151500,16.469000244140624,16.4962584302099,26.578642832632617,-0.5896124383332193,0.0053584775239846,15.740154168990884,16.908000183105468,18.07584619722005,13.814123509195367,0.068436012799417,0.5531742348044455,25.87911081732274,32.620767747227035
248,248,248,248,248,248,2016-01-06,15.920000076293944,16.040000915527344,15.6899995803833,15.949999809265137,6.63078498840332,1264200,16.37800016403198,16.396938680947216,28.28855014250077,-0.5961507279724501,-0.0009438496921968,15.679933859174376,16.805500173568724,17.931066487963072,13.3952135047383,0.1199689199281338,0.5386618846773685,15.568448546676022,24.97121342443441
249,249,249,249,249,249,2016-01-07,15.829999923706056,16.010000228881836,15.239999771118164,15.420000076293944,6.410450458526611,969700,16.250000095367433,16.219313480101164,22.199441864670465,-0.6367587600581857,-0.0332415054223459,15.536810891272143,16.676500177383424,17.816189463494702,13.66820704570757,-0.0512467812068192,0.5551860686292525,12.565314325772016,18.00429122992359
250,250,250,250,250,250,2016-01-08,15.43000030517578,16.079999923706055,15.359999656677246,16.079999923706055,6.684827327728272,1662800,16.24300012588501,16.19398374257478,40.05335965976532,-0.608668099248515,-0.0041206756901401,15.591485776718326,16.580000162124634,17.568514547530942,11.924178235709205,0.2470951127266274,0.5669585114779291,21.560412131518973,16.564725001322333
251,251,251,251,251,251,2016-01-11,15.960000038146973,16.299999237060547,15.9399995803833,16.25,6.755502700805664,863700,16.232000064849853,16.204168516652093,43.74783547747354,-0.5661620985195022,0.030708260031098,15.590705140437128,16.52600016593933,17.461295191441533,11.319073170892,0.3524528846974609,0.552175736011599,31.918237154716774,22.014654537335918
252,252,252,252,252,252,2016-01-12,16.299999237060547,16.600000381469727,16.1299991607666,16.18000030517578,6.7264018058776855,2777000,16.188000011444093,16.199774296383673,42.54813446932451,-0.5319917078087322,0.0519029205934944,15.581993650818784,16.475000143051147,17.36800663528351,10.840746397310566,0.3348277193719409,0.5463061277297734,47.628483397241986,33.70237756115924
253,253,253,253,253,253,2016-01-13,16.25,16.450000762939453,16.010000228881836,16.25,6.755502700805664,1087900,16.15299997329712,16.208906242495733,44.24693615287632,-0.4935734293706311,0.0722569592252764,15.594772410048163,16.427500104904176,17.260227799760187,10.138215669314334,0.3934224801212675,0.5387128709842409,54.34204181229969,44.629587454752816
254,254,254,254,254,254,2016-01-14,16.239999771118164,16.600000381469727,15.779999732971191,16.3700008392334,6.805388450622559,3857000,16.130000019073485,16.238196169175307,47.21967160652177,-0.4482761536256276,0.0940433879762239,15.605698665475275,16.396000146865845,17.186301628256412,9.640174119437743,0.4835510192979143,0.5588048552267163,60.74952382134732,54.24001634362966
255,255,255,255,255,255,2016-01-15,16.239999771118164,16.299999237060547,15.43000030517578,15.649999618530272,6.506067276000977,1034900,16.019999980926514,16.1312513417853,34.8365717756293,-0.4651142696806403,0.061764217536969,15.52676073114631,16.328000116348264,17.12923950155022,9.814299111863942,0.0769051607172927,0.5860331181693673,50.29586466632127,55.12914343332276
256,256,256,256,256,256,2016-01-18,15.699999809265137,15.84000015258789,15.449999809265137,15.600000381469728,6.485282897949219,375000,15.96500005722046,16.03466025809156,34.14564914081474,-0.4769946214587044,0.0399070926071239,15.43253330022879,16.27200016975403,17.11146703927927,10.317930933722804,0.0997460932172635,0.572030777028186,37.47536342127825,49.50691730298228
257,257,257,257,257,257,2016-01-19,15.710000038146973,15.850000381469728,15.550000190734863,15.75,6.5476393699646,1228000,15.950000095367432,15.982903847529457,38.229407577361606,-0.468900971698833,0.0384005938935962,15.411014283900368,16.20950016975403,17.00798605560769,9.852072889250335,0.2122678196980415,0.5526000207603792,26.298492066447945,38.023240051349156
258,258,258,258,258,258,2016-01-20,15.640000343322754,15.770000457763672,15.100000381469728,15.100000381469728,6.277419567108154,573200,15.865000152587893,15.822375944609504,29.43946679760609,-0.5090680137161776,-0.0014131584989985,15.245046227262836,16.121500158309935,16.997954089357034,10.873106378941102,-0.0827458470177787,0.5609857390544531,18.211712621715737,27.32852270314731
259,259,259,259,259,259,2016-01-21,15.050000190734863,15.550000190734863,15.050000190734863,15.399999618530272,6.40213680267334,1508600,15.863000106811525,15.745580248958731,36.88177570844235,-0.5108050104746091,-0.002520124205944,15.168552197571271,16.056500101089476,16.944448004607683,11.06029206773344,0.1303271397127944,0.5566296148161747,18.357477621063154,20.95589410307561
260,260,260,260,260,260,2016-01-22,15.510000228881836,15.670000076293944,15.130000114440918,15.5,6.443707466125488,1736800,15.80500011444092,15.7009292946026,39.2547716976446,-0.4983675272424666,0.0079338872209587,15.105078728056077,16.024000120162963,16.94292151226985,11.469313345181664,0.2148830549251095,0.5554417824565738,16.92378057211396,17.83099027163095
261,261,261,261,261,261,2016-01-26,15.489999771118164,15.720000267028809,15.220000267028809,15.720000267028809,6.535165786743164,985100,15.7520001411438,15.704396744134636,44.367469120833206,-0.4653937794515386,0.0327261080095094,15.077547022332295,15.992000102996826,16.906453183661355,11.436381625499926,0.3512773144301966,0.5514816551224889,31.332382590334674,22.20454692783726
262,262,262,262,262,262,2016-01-27,15.699999809265137,16.469999313354492,15.600000381469728,16.469999313354492,6.846960067749023,755600,15.78100004196167,15.84359721126552,57.81613689884586,-0.3744270300001702,0.0989542859687022,15.088498298893745,15.98450002670288,16.880501754512018,11.210882120958718,0.7709254187705264,0.5742328892610027,54.6236278627915,34.29326367508004
263,263,263,263,263,263,2016-01-28,16.489999771118164,16.979999542236328,16.079999923706055,16.790000915527344,6.979991436004639,1359900,15.835000133514404,16.015670612040395,62.15349392468418,-0.2733626166669296,0.1600149594415543,15.068550814796035,15.99400005340576,16.919449292015486,11.572455114662317,0.9300618709878627,0.5975019414315024,74.99804988784255,53.65135344698958
264,264,264,264,264,264,2016-01-29,17.010000228881836,17.399999618530273,16.770000457763672,17.389999389648438,7.229424476623535,2131200,15.936999988555907,16.265548571605493,68.83027678883302,-0.1432027266136586,0.2321398795958603,14.953439422759466,16.033500003814698,17.11356058486993,13.472549110278647,1.1279737496337583,0.5998231713914048,93.78093395023454,74.46753723362286
265,265,265,265,265,265,2016-02-01,17.270000457763672,17.790000915527344,17.100000381469727,17.729999542236328,7.370770931243896,719000,16.144999980926514,16.531812384447463,71.94641224430899,-0.0124711455778587,0.2902971685053281,14.805834576214773,16.082499980926514,17.359165385638253,15.87645460874661,1.1452354529344384,0.6062644116009044,95.84671198024307,88.20856527277338
266,266,266,266,266,266,2016-02-02,17.610000610351562,17.670000076293945,16.81999969482422,17.020000457763672,7.075607776641846,544700,16.28699998855591,16.620573852323137,58.39979469948448,0.0334579000116619,0.268980971275879,14.785412193022577,16.126000022888185,17.466587852753793,16.626414832728106,0.833435980455346,0.6279597999327327,89.76080954167918,93.1294851573856
267,267,267,267,267,267,2016-02-03,17.049999237060547,17.3799991607666,16.93000030517578,16.950000762939453,7.046507835388184,544800,16.407000064849854,16.680469654253375,57.21957674448625,0.0634768871398492,0.2391999667232531,14.79584650349655,16.17850008010864,17.561153656720734,17.09248162395543,0.7789927628586528,0.6152483038758849,79.68367953906217,88.43040035366147
