Data,Preço Real,Preços Previstos,Erro Absoluto,Erro Percentual,Erro Médio Absoluto (MAE),Erro Quadrático Médio (MSE),Coeficiente de Determinação (R²),Erro Percentual Absoluto Médio (MAPE) (%),Acurácia (%),Valores Iguais?
2021-11-10,36.900001525878906,34.935333,1.9646682739257812,5.324304045212328,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-11,37.369998931884766,34.91915,2.450847625732422,6.558329397331916,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-12,36.720001220703125,34.92861,1.7913894653320312,4.878511453648937,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-16,36.70000076293945,34.94018,1.7598190307617188,4.795147123099863,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-17,35.86000061035156,34.93797,0.9220314025878906,2.5711973979212135,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-18,35.41999816894531,34.932037,0.4879608154296875,1.3776421249437274,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-19,35.5099983215332,34.932457,0.5775413513183594,1.6264189766749138,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-22,35.529998779296875,34.905758,0.6242408752441406,1.7569403228009177,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-23,35.41999816894531,34.86688,0.5531196594238281,1.5616027329690236,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-24,35.619998931884766,34.808094,0.8119049072265625,2.279351295824427,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-25,35.4900016784668,34.721333,0.7686691284179688,2.1658751537460508,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-26,35.70000076293945,34.641453,1.0585479736328125,2.9651203109544535,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-29,36.2599983215332,34.57904,1.6809577941894531,4.635846309985092,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-11-30,36.36000061035156,34.52893,1.8310699462890625,5.035945862354478,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-01,36.08000183105469,34.506023,1.5739784240722656,4.362467694548493,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-02,36.900001525878906,34.4931,2.406902313232422,6.522770226836984,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-03,37.400001525878906,34.498848,2.901153564453125,7.757094775639711,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-06,38.06999969482422,34.499012,3.5709877014160156,9.380057079174357,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-07,36.720001220703125,34.520752,2.199249267578125,5.98924072567341,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-08,36.0,34.551304,1.4486961364746094,4.024155934651693,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-09,35.650001525878906,34.57737,1.0726318359375,3.0087848247604123,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-10,35.5,34.59198,0.90802001953125,2.557802871919014,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-13,35.709999084472656,34.567867,1.1421318054199219,3.1983529395175516,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-14,36.119998931884766,34.543823,1.5761756896972656,4.363720200185011,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-15,36.119998931884766,34.494102,1.6258964538574219,4.50137459008109,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-16,36.40999984741211,34.459564,1.9504356384277344,5.356868021427263,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-17,36.58000183105469,34.427013,2.1529884338378906,5.885697993623679,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-20,36.560001373291016,34.39378,2.1662216186523438,5.9251136140133775,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-21,36.470001220703125,34.382683,2.0873184204101562,5.723384564147579,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-22,36.209999084472656,34.385216,1.8247833251953125,5.03944593022043,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-23,36.33000183105469,34.391895,1.9381065368652344,5.334727330535259,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-27,36.33000183105469,34.377422,1.9525794982910156,5.374564822129905,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
2021-12-28,36.31999969482422,34.370678,1.9493217468261719,5.367075339221327,2.275534373571338,6.8178706844491055,0.06746823790830736,5.996455834261942,94.00354416573806,False
