Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_10,RSI_10,MACD,MACD_Histogram,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,stoch_k,stoch_d
2020-01-30,341.1000061035156,348.20001220703125,339.25,347.739990234375,347.739990234375,5328100.0,342.7459991455078,343.24508141734265,57.52204884855762,4.064595184118787,0.8664252793912657,323.5364615658117,338.5199996948242,353.50353782383667,8.852379854968758,0.807670673647442,10.99314379738149,63.09881802262931,63.3119824356419
2020-01-31,347.3900146484375,347.3900146484375,340.9800109863281,345.0899963378906,345.0899963378906,5230000.0,343.39299926757815,343.5805204938059,54.647609799634914,3.9677489108749455,0.6156632049179391,324.59959379044733,339.28399963378905,353.9684054771308,8.656114558418047,0.6976925987350778,10.601906707382335,59.94480176903736,60.55782858896072
2020-02-03,347.239990234375,359.6300048828125,346.2799987792969,358.0,358.0,6670600.0,345.2259979248047,346.20224404038663,64.30334350643999,4.876513531255228,1.219542260238577,325.41130362847105,340.88899993896484,356.36669624945864,9.080783664632788,1.052763141160548,10.95838977788927,73.59077541307471,65.54479840158045
2020-02-04,361.0,369.5700073242188,356.1000061035156,369.010009765625,369.010009765625,7161500.0,348.3160003662109,350.3491105358845,70.29599403819883,6.411227177742603,2.2034047253807616,323.0136861842548,342.5480010986328,362.0823160130108,11.405300776374004,1.1773211341933247,11.181485176125976,84.32036204592463,72.61864640934556
2020-02-05,375.1300048828125,375.25,362.2999877929688,369.6700134277344,369.6700134277344,6437000.0,352.6830017089844,353.8620019707663,70.62446226723183,7.593225601138954,2.708322519021689,322.4548563851989,344.4940017700195,366.5331471548401,12.795082220057743,1.0711657874686644,11.335889477838473,94.291631394159,84.06758961771945
2020-02-06,369.6000061035156,371.5499877929688,362.510009765625,366.9500122070313,366.9500122070313,3920400.0,354.4180023193359,356.2416401955417,67.2206820899319,8.21578010213534,2.6647016160144608,321.9320592871802,345.87850189208984,369.8249444969995,13.846736627985424,0.939971620474042,11.138573975746684,90.63622704253343,89.74940682753902
2020-02-07,365.0400085449219,371.7999877929688,363.5700073242188,366.7699890136719,366.7699890136719,4385200.0,355.7790008544922,358.1558854352017,66.98327723527802,8.595548529347354,2.435576034581179,322.3309912373596,347.434001159668,372.5370110819763,14.450520005825163,0.8851328568535635,10.892179338616412,85.569546309224,90.16580158197212
2020-02-10,365.0,374.7999877929688,362.5199890136719,371.0700073242188,371.0700073242188,5294100.0,358.59800109863284,360.5039075968412,69.8127741150108,9.138154330091538,2.3825454682602896,323.9099742389932,349.53500213623045,375.1600300334677,14.662352977885726,0.9201947657257016,11.008203909995755,86.47305974060357,87.559611030787
2020-02-11,373.75,378.1099853515625,369.7200012207031,373.6900024414063,373.6900024414063,4772900.0,361.1150024414063,362.9013793867621,71.46813642456304,9.668136783554644,2.330022337378716,324.0942862879694,351.27350158691405,378.4527168858587,15.474674392551538,0.9123831502847448,10.791947920233088,89.05498953650108,87.03253186210954
2020-02-12,377.1799926757813,380.6199951171875,375.8800048828125,380.010009765625,380.010009765625,4624800.0,364.8000030517578,366.01203945564623,75.12425699816733,10.47734713297416,2.511386149438585,324.09698488421185,353.339501953125,382.5820190220382,16.552079180092672,0.9560227792574768,10.47648671152626,94.04442065534458,89.85748997748307
2020-02-13,376.9599914550781,385.3699951171875,376.510009765625,381.3999938964844,381.3999938964844,4485400.0,368.1660034179688,368.8098493539805,75.87956697652257,11.102825803123892,2.509491855670653,324.56974101732,355.4560012817383,386.3422615461566,17.378387284527804,0.919992456073327,10.345784339858769,93.9156327691364,92.33834765366068
2020-02-14,381.4700012207031,385.1499938964844,379.4299926757813,380.3999938964844,380.3999938964844,3736300.0,371.69700317382814,370.9171483617084,74.08149712251343,11.3865731851144,2.23459139012893,325.855007169903,357.5450012207031,389.2349952715032,17.726436640202795,0.8606026659257799,9.97525897075103,93.15188813274352,93.70398051907485
2020-02-18,379.2999877929688,389.5400085449219,379.1900024414063,387.7799987792969,387.7799987792969,5173900.0,374.6750030517578,373.9831211649063,78.29835131381729,12.067839207979546,2.332685930395259,326.78367981176257,359.95050048828125,393.11732116479993,18.428545386950216,0.9195382271101772,10.005018171834264,92.4846395789282,93.18405349360268
2020-02-19,388.1199951171875,392.9500122070313,384.8999938964844,386.1900024414063,386.1900024414063,4896400.0,376.393002319336,376.2025541242699,75.36317089818368,12.337232091156409,2.081663050857697,328.89972910297314,362.3545013427735,395.8092735825738,18.465216861293182,0.8562346939292018,9.85099837762741,91.11491089181531,92.25047953449568
2020-02-20,386.55999755859375,389.7000122070313,376.6799926757813,386.0,386.0,4079400.0,378.0260009765625,377.9839079198572,74.9899159290505,12.392542763947349,1.709578978918909,334.8468997754534,365.3545013427735,395.8621029100936,16.700274092803923,0.8383664660046911,10.098839209240287,90.19557744171772,91.26504263748708
2020-02-21,385.3299865722656,387.3200073242188,377.8999938964844,380.0700073242188,380.0700073242188,3930100.0,379.3380004882813,378.3631987206502,63.99817484462161,11.82160392930308,0.9109121154197126,336.6274155771558,366.8780014038086,397.1285872304614,16.49081477270541,0.718045461929322,10.046107483636805,82.14679200862203,87.81909344738504
2020-02-24,364.760009765625,372.8200073242188,361.0,368.7000122070313,368.7000122070313,6936400.0,379.53100280761726,376.606255718174,48.76914128797485,10.332559887919444,-0.46250554077114,338.0625994874618,367.6550018310547,397.2474041746476,16.097919079687223,0.5176567343847784,10.742735712370928,64.40717654145045,78.91651533059674
2020-02-25,372.0,375.6499938964844,357.7200012207031,360.0899963378906,360.0899963378906,6481200.0,378.4330017089844,373.6032994672133,40.63352559837882,8.361341097981892,-1.9469794645669545,340.92140411341904,368.51550140380857,396.1095986941981,14.975813600933284,0.3473313879912212,11.294395701433688,37.77395260828455,61.44264038611902
2020-02-26,366.30999755859375,382.0,365.0,379.239990234375,379.239990234375,8934100.0,378.9880004882813,374.62815233397,57.96339045075821,8.249287814439981,-1.6472261984870933,343.6879688960083,370.0515014648437,396.4150340336792,14.248574841326564,0.674265128270273,12.10488252901368,34.00138065879066,45.39416993617522
2020-02-27,371.4599914550781,391.55999755859375,370.6000061035156,371.7099914550781,371.7099914550781,10967700.0,378.1579986572266,374.09757762871686,51.40706526913624,7.466804139077908,-1.943767899079333,348.180837440332,371.4790008544922,394.7771642686524,12.543461870290768,0.5049572705899542,12.777647691221082,35.840630667543245,35.87198797820616
